ID,Type_of_AC,Model,Cooling_Capacity,Avg_Temp,Room_SIze,Num_People,Star_Rating,Age_of_Unit,Maintenance,Avg_Usage,Avg_AC_Temp,City,Input_Power,Electricity_Consumption_AC
339009,Portable,1.9,6251.07,34,2566.9,12,5,5,0,9.426,17.83333333,Sao Paolo,3177.808476,2.064
563507,Split,1.9,5642.98,44,2563.1,23,4,0,1,8.34,20.91304348,Berlin,2930.440438,2.154
320714,Portable,2.4,22111.68,36,3453.6,20,4,2,0,7.488,14.8,New York,3187.778917,1.957
407211,Ducted,1.5,5760.35,34,2139,12,4,6,0,6.256,20.83333333,New York,3001.180052,1.818
388298,Ducted,1.6,2604.2,35,2313.6,18,5,5,1,16.645,11.94444444,Cape Town,2714.142674,2.319
405327,Portable,3.1,1311.31,28,3800.6,11,4,4,0,16.408,15.54545455,Cape Town,2789.37013,1.685
573021,Split,1.2,3750.88,41,1719.6,5,5,0,0,18.614,27.2,Berlin,2709.110732,1.366
713372,Window,1.6,4732.8,32,2168,19,5,3,0,11.056,13.68421053,New York,2913.97,1.508
616438,Split,2.7,5322.57,41,3312.9,16,3,1,0,9.143,21.5625,Moscow,2972.585914,1.895
114806,Portable,2.5,6048.75,29,3300,9,5,3,1,1.363,17.22222222,Berlin,3078.136639,2.477
641004,Portable,2.3,6747.78,39,2773.8,24,4,1,1,12.48,18.625,Mumbai,3124.164818,2.527
943216,Split,2.6,3529.26,31,3715.4,33,4,5,1,7.068,16.93939394,Berlin,2890.710627,1.945
456890,Split,3,7061.6,32,4155,12,3,2,0,10.336,12.66666667,Sao Paolo,2885.655042,2.361
687567,Ducted,2.6,5096.7,38,3426.8,20,2,5,0,15.238,13.9,Cairo,2881.237039,2.454
171985,Split,3.8,8148.9,31,4681.6,28,5,2,1,17.329,15.10714286,Delhi,3268.439671,2.34
715793,Window,3.6,1710.88,27,5385.6,10,4,3,0,0.27,13.7,Berlin,2781.505797,1.475
892561,Ducted,1.4,6322.44,42,1773.8,12,4,4,0,8.316,18.5,Geneva,2917.303,2.249
148020,Split,1.6,27130.08,38,2217.6,6,2,5,1,14.6,18.33333333,Berlin,3081.778693,3.025
798656,Window,2.1,4870.25,29,3072.3,12,5,4,0,2.871,14.41666667,Moscow,2977.70648,1.436
508552,Ducted,3.3,22540.84,35,4250.4,17,5,3,1,6.72,18.05882353,Bucharest,3158.059213,2.499
787025,Split,2.7,2112.5,39,3849,30,4,0,0,5.07,11.3,Bucharest,2728.78464,1.465
125774,Window,2.7,2874,35,2988,14,3,3,0,18.115,18.5,Bucharest,2673.584546,2.139
221628,Ducted,1.5,23496.8,42,2178,13,4,5,1,4.158,19.23076923,Berlin,2912.714102,2.304
982497,Window,3.2,3814.8,38,4393.6,30,4,1,1,15.12,16.26666667,Prague,2912.645953,2.137
330752,Window,1.1,16112.76,28,1524.6,13,3,6,0,0.448,17.15384615,Berlin,2723.321645,1.447
311251,Window,3.6,4494.8,41,4806,28,4,3,0,14.085,20.46428571,Cape Town,3023.227033,2.592
174668,Window,2.4,7025.84,33,2947.2,23,5,5,0,11.847,20.43478261,Berlin,3227.013772,1.991
289537,Split,2.2,2216.74,44,2745.6,21,4,1,0,5.544,19.0952381,Cape Town,2781.601108,1.724
470716,Portable,3.9,6488.52,28,5772,51,4,0,1,11.716,16.54901961,Tokyo,2976.040746,2.456
911201,Window,2.1,6529.16,29,3042.9,9,5,3,0,17.951,20.22222222,Berlin,3138.950714,1.848
344791,Window,3.7,4496.34,31,5202.2,10,5,3,0,11.823,22.1,Berlin,2854.307906,1.994
434558,Split,1.3,1194.41,42,1636.7,4,3,3,0,8.958,26.5,Bucharest,2816.36213,1.516
563639,Portable,3.8,2957.34,40,5354.2,42,5,4,1,13.96,17.95238095,Tokyo,2972.56835,2.733
265061,Window,2.3,4570.68,40,3206.2,19,3,0,0,4.64,19.10526316,Seoul,3095.202097,1.996
619661,Ducted,1,6084.1,40,3285.07,10,4,0,0,10.24,22,Berlin,3200.833448,1.775
869178,Split,1.7,2914.47,28,2468.4,4,4,1,0,11.984,17,Mumbai,2715.010026,1.541
152342,Window,1,4962.1,30,1365,4,4,2,0,2.58,22.5,Mumbai,3047.402356,1.454
134633,Window,2.5,1517.5,42,3285.07,13,5,1,0,5.292,14.23076923,Berlin,2922.395,1.29
788898,Ducted,3.2,5426.52,31,3936,23,5,1,0,0.217,20.34782609,Berlin,3118.760168,2.032
819372,Portable,1.5,5110.6,32,1993.5,9,5,5,0,14.656,20.55555556,Moscow,2889.939745,1.878
788486,Split,2.9,5581.83,36,3854.1,34,3,1,0,13.068,18.05882353,Bucharest,2927.435913,2.525
618790,Ducted,2.83,4323.32,34,2081.6,4,4,3,0,11.038,27.5,Cape Town,2766.168799,1.61
345919,Portable,1.5,2072.3,47,2061,6,3,5,0,18,19.83333333,Mumbai,2699.129066,2.537
475488,Window,2.9,2093.67,26,3772.9,15,4,5,0,8.282,17.73333333,Berlin,2773.542653,1.871
214448,Split,2.3,4068.84,44,2792.2,19,4,3,0,0.528,12.31578947,Berlin,2923.2911,1.855
847276,Split,1.3,4741.48,46,1570.4,10,5,1,0,18.982,14.6,Sao Paolo,2750.078038,2.032
251800,Split,1.2,4167.52,38,1666.8,8,5,2,1,11.13,14.75,Sao Paolo,2972.844955,1.872
854364,Window,2.1,4452.8,34,2921.1,23,2,2,1,3.026,12.47826087,Berlin,2846.018163,2.069
199385,Portable,2.6,6175.26,32,3369.6,16,4,3,0,11.456,13,Berlin,3047.195569,2.332
120076,Ducted,3.4,8844,37,4307.8,25,5,5,0,16.872,12.48,Tokyo,2709.228296,2.116
732814,Ducted,1.5,3159.05,34,2203.5,6,5,4,1,19.278,24.66666667,Moscow,2695.45999,1.886
434419,Window,3.8,6301.08,36,5038.8,35,5,5,0,3.312,16.02857143,Tokyo,3119.184627,2.131
220188,Portable,2,3990,39,2670,13,5,0,1,10.542,14,Moscow,2827.245969,2.272
177157,Ducted,3.4,21279.2,47,4467.6,31,4,2,0,12.173,14.51612903,Mumbai,3104.447621,2.769
564049,Window,2.6,9127.44,39,3476.2,17,4,3,1,12.871,20.29411765,New York,2768.810596,2.169
938502,Ducted,1.7,6768.45,42,2070.6,12,4,1,1,17.584,13.5,Geneva,3224.12536,2.437
207083,Ducted,1.5,4976.05,36,1900.5,11,5,0,1,7.304,16.27272727,Seoul,2821.113266,1.823
782595,Window,1.5,5226.75,39,2146.5,6,4,5,0,17,18.5,Berlin,2910.789426,2.105
993064,Split,3.1,3966.68,35,4544.6,22,4,3,1,13.23,14.59090909,Mumbai,3003.975566,2.32
284153,Split,3.1,5715.53,31,4395.8,8,4,6,0,3.441,16.875,Sao Paolo,2862.992449,2.383
973166,Portable,2.3,6954.42,30,2762.3,22,5,3,0,14.22,16.36363636,Berlin,3117.728297,2.302
749184,Window,2,4358.4,34,2444,12,2,1,1,5.78,17.83333333,Mumbai,2891.030502,2.407
395852,Split,2,2318.4,28,2514,7,1,5,0,0.448,16,Tokyo,2961.156811,1.949
254384,Split,2.6,4108.86,38,3562,14,5,3,1,3.078,20.71428571,Delhi,3001.686873,2.265
368798,Window,1.7,1352.52,38,2040,4,4,2,1,19.988,24.5,Mumbai,2691.487509,1.71
853762,Split,2.6,5901.84,38,3252.6,19,4,6,0,16.948,13,Tokyo,3097.052763,2.361
480826,Ducted,1.7,2261.61,41,2461.6,19,5,1,0,15,14.15789474,Tokyo,2792.505503,1.582
744158,Portable,1.4,3111.06,29,1933.4,7,5,0,0,2.03,18.14285714,Berlin,2898.651958,1.472
802889,Window,3.1,3609.05,38,4002.1,24,3,2,0,5.586,12.58333333,Cape Town,3008.201239,1.918
235160,Split,3.8,7195.32,38,5213.6,46,4,2,0,13.828,10.82608696,New York,3015.77042,2.883
617683,Split,1.1,1482.96,30,1586.2,14,4,0,0,19.11,21.14285714,Delhi,2935.172846,1.286
242002,Portable,1.3,1784.27,49,1799.2,10,4,0,0,8.771,16.9,Moscow,2737.623108,1.95
195945,Split,2.7,1624.33,36,3785.4,7,2,0,0,18.864,24.14285714,Berlin,2757.385376,1.897
969708,Split,1.6,4151.64,45,2272,6,4,6,0,16.24,21.5,Sao Paolo,2859.991346,2.537
416643,Ducted,3.4,4588.16,44,4175.2,25,3,3,0,9.196,13.76,Mumbai,2877.114994,2.24
461064,Ducted,3.2,4514.4,31,4009.6,12,5,0,0,5.456,13.58333333,Seoul,3123.255718,1.854
195768,Portable,3.4,3422.36,44,4712.4,28,2,4,0,19.196,11.57142857,Bucharest,2870.646187,2.847
463585,Ducted,15.2,6135.48,32,4780.4,9,4,1,0,7.296,13.55555556,Mumbai,3179.294438,2.544
877915,Ducted,2.9,1764.72,33,3996.2,19,4,3,0,7.549,14.73684211,Moscow,2819.266206,2.029
203515,Window,2.3,3691.23,37,2990,17,4,0,0,2.183,20.17647059,Cairo,3052.795335,1.332
320227,Portable,1.3,6228.56,49,1634.1,4,3,2,0,12.431,22.25,Berlin,3202.737087,2.6
636595,Ducted,2.3,5765.01,36,3148.7,9,4,5,0,15.048,17,Geneva,2917.303,2.572
627337,Split,1.8,1485.62,40,2647.8,18,3,2,0,4.84,14.22222222,Cape Town,2812.367628,2.069
392716,Window,1.1,2539.68,35,1335.4,8,3,0,0,1.61,19.375,New York,2898.136372,1.264
168609,Window,2.6,1299.06,31,3559.4,28,3,2,0,16.523,12.10714286,Cape Town,2688.437824,1.473
568260,Window,2.3,2879.43,39,3318.8,23,4,3,0,4.29,15.69565217,Berlin,2849.910573,2.119
257794,Split,2.6,1646.82,33,3603.6,14,4,1,0,3.267,20.35714286,Sao Paolo,2588.984982,1.754
998892,Split,3.8,2303.22,37,4765.2,14,4,4,0,2.035,19.64285714,Berlin,2903.183468,2.181
408114,Portable,3.9,5678.15,33,5616,16,4,5,0,14.652,15.0625,Sao Paolo,3004.164043,2.61
931002,Portable,2.1,4840,40,3036.6,18,4,5,0,8.16,21.22222222,Delhi,2806.154133,2.175
866754,Portable,2.4,2222.08,37,3086.4,18,4,6,0,16.305,20.05555556,Seoul,2673.94768,2.085
554267,Portable,1,3768.6,39,1441,4,4,0,0,0.507,19.75,Berlin,2922.395,1.92
853111,Split,3.4,6645.06,43,5083,35,4,3,0,0.688,17.22857143,Berlin,2931.37822,2.452
221810,Ducted,3.3,4516.68,43,4494.6,40,4,4,1,14.663,16.075,Seoul,3133.375294,2.77
108851,Window,13.2,5546.1,46,4781.7,28,4,1,0,16,14.64285714,Berlin,3125.675798,2.338
392926,Portable,3,4790.5,32,3960,7,5,2,0,13.976,21.57142857,New York,3143.607635,2.246
710692,Window,3.4,6879.56,31,4736.2,37,2,5,0,12.304,18.83783784,Moscow,2898.27369,2.704
636251,Ducted,2.7,2592.07,39,3285.07,10,3,3,0,8.592,15.9,Berlin,2787.391768,1.862
957616,Split,3.9,7838.21,43,5783.7,46,3,4,0,7.568,17.93478261,Delhi,3068.710665,2.696
512795,Split,2,4335.6,46,2640,15,5,3,0,16,21.06666667,Berlin,2856.821015,2.437
289505,Portable,1.2,1621.76,41,1596,3,3,3,0,19.147,31.66666667,Cairo,2643.202163,1.721
890101,Split,2.58,6085.2,35,1413,35,3,5,1,7.21,22,Prague,3144.886201,1.956
821606,Portable,3.2,2765.4,36,4566.4,13,4,4,0,16.956,18.76923077,Cape Town,2774.024565,2.127
452249,Portable,3.3,8070.44,38,4243.8,25,4,3,0,5.358,12.52,Berlin,2861.491331,2.093
770541,Window,3.6,7564.32,37,5043.6,10,4,2,0,13.431,18.7,Tokyo,3222.471842,2.179
135791,Window,1.2,5640.32,37,1639.2,14,2,5,0,9.842,19.64285714,Moscow,2941.794458,1.959
122435,Ducted,2.6,1667.5,37,2097,14,4,5,1,6.276,13.64285714,Moscow,2771.450076,1.861
130269,Portable,5.6,5961.06,32,1869,13,4,6,1,6.144,19.46153846,Cape Town,3195.914594,2.438
974914,Split,2.1,4132.15,30,3145.8,25,5,0,1,13.59,13.2,Delhi,3031.942347,2.034
627856,Window,3.1,4266.67,28,4380.3,30,4,4,1,10.988,16.93333333,Berlin,2875.15277,2.239
567148,Window,3.6,2501.04,38,5004,10,4,4,0,15.994,22.8,Geneva,2731.72245,1.812
252093,Portable,1.3,6579.99,30,1701.7,6,4,4,0,9.47,19,Berlin,3034.334571,1.721
687341,Ducted,2,6600,34,2568,20,4,3,0,8.746,16.7,Delhi,3200.271496,2.111
684268,Portable,3.5,6859.35,40,4357.5,26,5,5,0,18.92,19.53846154,Moscow,3252.339117,2.835
227774,Window,2.4,1845.12,32,3091.2,12,4,3,0,14.912,21.66666667,Berlin,2881.818288,1.696
600913,Window,1.5,4644.85,36,1956,15,4,3,1,14.832,17.4,Geneva,2857.068492,2.11
126631,Window,3.3,4028.57,36,4224,25,3,4,0,8.42,16.44,Moscow,2921.828,2.124
101659,Ducted,2.4,4211.04,34,3026.4,18,2,5,0,10.95,15.88888889,Sao Paolo,2914.179332,2.502
296311,Window,3.4,5337.22,41,4216,21,4,6,0,9.821,18.95238095,Tokyo,3137.316961,2.361
497688,Ducted,1.1,6141.63,38,1400.3,7,5,0,1,7.828,22.42857143,Cape Town,2921.021,2.051
617730,Ducted,2.88,5383.98,29,3237,6,4,1,0,1.798,22.83333333,Sao Paolo,3067.646308,2.002
110348,Portable,12.4,4282.39,31,4612.8,9,4,4,0,12.121,22.44444444,Moscow,2750.990896,2.363
833339,Portable,3.9,3299.86,31,5483.4,27,5,5,0,0.496,11.14814815,Geneva,2832.626402,2.475
333525,Window,1.6,5537.84,28,2099.2,8,4,1,0,8.176,13.5,Bucharest,3123.268414,1.476
409986,Split,2.8,6535.68,35,3508.4,21,4,6,0,17.745,14.66666667,Sao Paolo,3213.256803,2.171
406412,Portable,3.9,4309,36,5694,39,5,3,0,7.56,14.92307692,Moscow,2977.407532,2.361
413304,Ducted,4.4,2893.77,30,1569.7,10,5,1,1,11.31,20,Mumbai,2841.770688,1.549
952274,Portable,3.6,2065.84,35,3236.357,9,4,5,0,10.715,17.88888889,Bucharest,2973.700889,2.365
753171,Window,2.6,6240.78,38,3650.4,10,3,3,0,8.382,19.8,Berlin,3196.318856,1.964
209979,Portable,3.5,5875.2,38,3314.322,39,5,1,0,6.346,14.97435897,Seoul,3103.762567,2.196
402673,Split,12.8,3179.88,34,4438.4,8,4,5,0,3.298,19.25,Geneva,2816.674824,2.292
205321,Portable,1.9,2644.18,47,2433.9,14,4,2,0,3.948,20.35714286,Delhi,2712.610241,2.075
926153,Window,1.7,2543.58,39,2291.6,9,5,5,0,17.043,16.33333333,Cape Town,2885.379398,1.488
707876,Ducted,1,6220.5,33,1341,4,5,0,0,5.445,26.25,Moscow,3202.35318,1.742
594139,Portable,1.2,22220.8,29,1503.6,10,4,5,1,9.519,20.9,Geneva,3121.1244,2.294
108642,Ducted,2.5,2408.75,38,3312.5,65,4,6,0,19.532,15.92307692,Cape Town,2897.911088,2.237
296089,Split,1.5,2493.2,35,1980,13,4,3,0,12.36,18.69230769,Bucharest,2959.231308,1.379
541864,Portable,2.3,1709.7,34,3190.1,12,4,5,0,18.836,19.83333333,New York,2917.422987,1.945
132889,Ducted,2.4,4218.48,35,3458.4,13,3,1,0,10.29,12.69230769,Moscow,2958.577682,1.969
257855,Window,3.8,1661.52,27,4643.6,41,3,3,0,9.086,15.65853659,Moscow,2603.02698,1.932
125866,Ducted,1.4,5719.38,37,2093,12,4,5,0,10.309,17.08333333,Moscow,3013.180564,1.845
534417,Ducted,1.6,6395.08,41,2129.6,8,3,6,1,5.494,15.125,Berlin,2973.63565,2.545
113535,Split,3,4504.5,27,4398,35,4,0,0,10.598,19.77142857,Moscow,3027.736295,1.755
952879,Window,2.88,4563.72,29,3783,11,4,2,0,15.718,13.63636364,Sao Paolo,3034.838319,2.112
829490,Split,2.6,3208.24,35,3264.65,11,4,3,0,13.09,17.18181818,Moscow,2782.324987,1.611
919017,Window,2.6,2968.56,48,3637.4,21,3,3,0,8.304,17.28571429,Sao Paolo,2928.512,2.432
573090,Ducted,3.4,3715.82,35,5011.6,20,5,1,0,14.385,18.75,Geneva,2917.303,2.16
717677,Split,1.4,2533.08,27,1736,6,5,5,0,15.795,18.5,Delhi,2818.72484,1.387
977827,Window,1,1372.8,36,1213,7,5,3,0,16.308,18.14285714,New York,2900.011128,1.291
794336,Portable,1.4,2078.22,45,3285.07,11,5,6,0,1.485,23.09090909,Berlin,2784.521099,1.871
186501,Portable,2.7,4885.69,33,3804.3,7,4,1,0,16.566,20.71428571,Tokyo,2923.472,1.927
574218,Window,2.8,23326.72,43,4186,25,4,1,0,17,12.72,Cairo,3145.651076,1.961
635968,Ducted,2.6,5972.4,39,3192.8,9,4,5,1,14.586,19.33333333,Moscow,2996.461629,2.69
399677,Split,1.7,2182.05,26,2058.7,18,5,2,0,11.232,20.44444444,Mumbai,2807.343554,1.478
376501,Window,2.8,5199.36,34,3595.2,21,4,6,0,17.886,17.61904762,Sao Paolo,3063.413524,2.31
159856,Portable,3.3,6466.46,37,4247.1,29,5,3,0,6.401,17.27586207,Seoul,2994.002484,2.72
867201,Split,2.1,2059.42,26,3147.9,90,4,6,0,5.772,20.44444444,Berlin,2631.274965,1.381
296943,Ducted,3.8,6563.28,35,4913.4,44,4,3,0,11.9,18.79545455,Moscow,3125.551507,2.509
717766,Ducted,2.2,6727.08,38,3282.4,6,4,1,0,18.502,25.33333333,Delhi,2904.201998,1.989
870405,Ducted,3.3,1693.09,34,4590.3,9,3,0,0,16.32,15.77777778,Geneva,2769.2555,1.896
526490,Split,1.5,4537.9,33,1987.5,5,4,0,0,16.005,22.6,Sao Paolo,3041.487326,1.457
192310,Window,1.6,5345.28,35,2284.8,6,5,1,0,2.24,24.83333333,Bucharest,2990.718905,1.758
451235,Portable,2.9,1959.51,39,3842.5,7,3,5,1,11.193,16.57142857,Delhi,2629.594212,2.367
667550,Window,3.7,7418.55,33,5435.3,10,3,4,0,11.55,18.3,Berlin,2928.903973,2.75
436782,Split,2.7,5640.32,40,1765.2,7,4,2,0,7.32,24.71428571,Berlin,3168.309946,1.801
853606,Split,2.76,1304.16,39,2088.8,18,2,2,1,7.956,19.16666667,Berlin,2911.826287,2.083
483090,Ducted,2.7,1714.5,40,5159,36,4,3,0,17,18.11111111,Berlin,2940.759736,2.271
496331,Split,3.5,3667.95,33,4777.5,28,5,3,1,14.258,17.17857143,Tokyo,2859.49706,1.789
579031,Ducted,2.73,1708.3,37,1309,11,4,3,0,16.932,21.36363636,Mumbai,2665.324715,1.561
454982,Portable,2.9,6842.16,38,3236.357,11,4,0,1,15.26,13.45454545,Bucharest,3081.543549,2.342
563701,Portable,3.5,3106.35,39,4676,18,4,4,0,17.004,14.16666667,Berlin,2748.375665,2.757
203033,Window,1.9,2414.51,38,2547.9,17,5,1,1,14.03,17.23529412,Bucharest,2785.275718,1.901
748284,Ducted,2.7,4984.75,35,3453.3,13,4,5,0,3.57,21.69230769,Bucharest,2997.556326,2.415
852801,Portable,3.5,4692.6,34,3307.942,30,5,2,0,12.486,16.13333333,Delhi,2898.547842,1.982
866179,Portable,1.1,2396.49,37,1400.3,7,4,3,0,10.545,24.28571429,Berlin,2740.134111,1.637
599846,Split,3.7,6465.03,36,4924.7,95,4,6,0,9.312,20.89473684,Berlin,3118.935144,2.877
851714,Window,3.8,6966.24,39,4966.6,29,5,4,0,5.85,12.34482759,Seoul,3247.272739,2.394
403492,Portable,2.9,2831.55,45,3961.4,19,5,2,0,7.695,15.36842105,Mumbai,2881.029362,1.902
206530,Ducted,3.4,3900.74,41,5028.6,15,5,3,1,0.246,18.73333333,Berlin,2920.371163,2.391
794945,Portable,3.1,5585.84,30,4538.4,18,5,6,0,12.75,12.66666667,Delhi,2667.780177,1.859
390018,Window,1.9,3954.37,39,2800.6,16,4,5,0,6.982,15.4375,Cape Town,3063.304052,1.949
700414,Split,3.8,6717.84,39,4750,38,2,0,0,3.939,16.02631579,Berlin,2882.77193,2.933
503349,Split,2.5,2388.75,31,3215,12,4,4,0,16.647,15.58333333,Bucharest,2925.895,1.875
517817,Window,3.3,2106.72,33,3983.1,27,4,3,0,0.429,19.22222222,New York,2632.403758,1.781
964544,Portable,3.6,4220.08,32,4593.6,18,4,4,0,16.064,15.77777778,Sao Paolo,3112.663321,2.287
424752,Window,1.5,22383.6,43,1966.5,9,3,4,1,13.907,20.77777778,Berlin,2945.128095,2.367
860264,Ducted,2.6,6661.62,26,3744,11,2,6,1,11.238,20.36363636,Moscow,3232.151384,2.83
569750,Portable,3.1,5803.3,41,4178.8,20,4,2,1,18,18.05,Tokyo,3057.271598,2.737
678596,Split,8,7088.4,45,2854,19,4,0,0,17,16.36842105,Sao Paolo,3015.883443,2.512
799475,Ducted,1.8,3927.04,44,3369.675,20,4,0,0,17.732,12.2,Tokyo,2923.472,1.748
507820,Window,2.1,5008.19,35,2853.9,22,4,6,0,14.405,11.59090909,Prague,2797.748891,2.285
528849,Split,2.7,4517.39,36,3369.675,23,5,6,0,6.016,11.56521739,Tokyo,2978.412527,1.785
323012,Split,4.4,6401.37,33,1589.5,12,5,2,0,12.123,17.75,Cape Town,3001.932787,1.828
614172,Portable,2.7,2451.1,33,4014.9,36,3,4,1,10.123,10.91666667,Berlin,2793.585947,2.27
340166,Window,2,5436,38,2828,16,4,3,0,14.968,21.375,Berlin,2838.230562,2.136
748216,Split,2.6,6254.64,38,3242.2,6,5,1,0,4.788,23.33333333,Moscow,3178.978288,2.181
405705,Split,2.5,4088.75,37,3052.5,120,3,1,0,0.37,19.54166667,Cairo,3014.601102,2.086
177455,Portable,3.9,8028.64,38,4968.6,19,5,2,1,7.292,12,Sao Paolo,2972.144486,2.902
981747,Portable,2.1,1942.05,48,3118.5,9,5,5,1,18.72,19.33333333,Geneva,2969.41632,2.444
932489,Window,2.5,6801.25,36,3452.5,24,4,3,1,5.976,13.5,New York,3226.647782,2.129
159223,Window,3.5,5826.6,33,3366.936,15,4,5,1,10.857,15.2,Sao Paolo,3095.404299,2.53
601434,Window,2.9,7591.65,32,4173.1,33,4,0,0,8.672,10.96969697,Tokyo,3101.69899,1.935
787851,Split,2.4,6038.8,35,3021.6,18,5,6,0,16.645,17.94444444,Bucharest,2917.658501,2.091
152881,Window,4.4,8009.76,25,1563.1,6,4,6,0,14.65,21.16666667,Berlin,2641.477072,1.532
681089,Portable,3.1,5883.21,28,4219.1,8,5,6,0,8.188,20.5,Delhi,3069.150681,2.409
539831,Split,3.3,1381.87,35,4798.2,14,4,3,1,17.66,13.5,Berlin,2785.690361,2.497
883902,Window,3.7,3601.73,32,3318.8,23,4,4,1,11.104,16.39130435,Berlin,2794.790517,2.512
605294,Portable,3.9,6356.47,38,5226,10,5,6,1,8.208,14.8,Moscow,2871.809808,2.614
534047,Window,1.2,4486.72,36,1598.4,4,3,5,0,8.78,28,Berlin,3083.802571,1.789
805583,Ducted,10,4548.75,37,3592.5,32,4,4,0,4.588,19.15625,Mumbai,2991.055316,2.568
553222,Split,2.9,2341.35,42,3642.4,21,5,1,0,17.45,20,Berlin,2756.624745,2.027
294996,Portable,3,1864.2,39,4368,26,3,4,1,19.11,20.5,New York,2912.125129,2.477
164301,Split,3.1,30926.48,31,4051.7,80,5,0,0,17.98,13.9375,Delhi,3116.963167,1.824
746533,Portable,1.5,2653.05,28,1831.5,7,3,6,1,3.108,23,Seoul,2923.338,2.007
237761,Portable,1.6,6267.48,40,2036.8,8,4,4,1,10.28,15,Berlin,3199.5888,2.851
198408,Window,2.76,6281.73,44,2357.9,21,4,0,0,11.88,15.0952381,Berlin,3021.265914,2.013
795813,Window,1.5,5636.15,35,2187,13,4,3,1,18.55,17.69230769,New York,2841.105341,1.882
230490,Ducted,1,3161.4,39,3326.96,7,3,1,0,18.005,18.57142857,Mumbai,2801.597165,1.671
358909,Split,1.4,6770.46,35,1737.4,3,4,3,0,19.565,30.66666667,Sao Paolo,3124.218718,2.065
365687,Portable,2.8,1798.06,32,2984.1,14,4,3,0,9.152,13.28571429,Tokyo,2620.577544,1.351
971637,Window,2.6,1488.06,43,3590.6,25,5,3,1,6.726,18.72,Sao Paolo,2929.546209,1.868
723641,Window,1.1,5031.63,36,1477.3,13,4,5,0,11.952,17.76923077,Tokyo,2843.939783,1.479
971528,Portable,1.5,2359.8,34,2226,6,5,0,0,11.9,19.66666667,Seoul,2695.801722,1.345
981832,Ducted,2.7,4112.26,41,3329.1,13,5,6,0,0.492,13.15384615,Mumbai,2903.870286,2.172
259609,Split,2.8,2319.36,41,3416,30,5,3,0,1.517,15.36666667,Sao Paolo,2677.218302,1.557
811022,Ducted,3.7,5819.76,41,4891.4,19,4,2,0,18.163,14.15789474,Seoul,3155.071922,2.612
118969,Portable,3.6,2203.2,43,4370.4,21,4,4,0,10.277,20.04761905,Sao Paolo,2834.721223,2.382
140651,Ducted,1.4,6431.88,36,1902.6,9,3,2,0,13.104,21,Tokyo,2883.372824,2.243
579037,Ducted,2.9,6248.76,30,4071.6,36,4,3,0,9.63,13.83333333,Berlin,2914.698583,1.964
759758,Ducted,1.5,2651.9,27,2004,18,2,1,0,6.426,11.5,Delhi,2996.085427,1.345
520126,Split,12.8,3204.96,37,4764.8,19,4,3,1,7.312,15.94736842,Berlin,2992.134361,1.92
584244,Ducted,1.4,4170.12,37,3236.357,7,4,3,0,15.785,22.28571429,Bucharest,3024.984622,1.967
341462,Portable,2.8,5885.44,33,3732.4,29,3,2,0,9.549,13.13793103,Sao Paolo,3204.258705,2.266
433071,Portable,1.9,5489.47,42,2755,24,3,4,0,2.478,18.75,Sao Paolo,3151.879129,2.414
248996,Window,1.9,6921.04,44,3318.8,16,4,3,0,15,13.75,Berlin,3083.189276,2.418
419832,Split,3.4,6218.94,38,5093.2,10,2,5,0,6.194,13.8,Berlin,3140.278858,2.741
901006,Window,10.8,3761.74,40,3488.4,65,4,2,1,16.32,17.07692308,Cairo,3036.712633,1.977
373332,Portable,1.5,1339.75,48,1989,13,4,3,0,1.344,14.69230769,Berlin,2636.524593,1.972
993317,Window,1.5,3314.3,38,1855.5,3,4,5,0,12.046,25.66666667,Moscow,2742.457892,1.38
652473,Portable,1.9,2005.15,38,2375,19,4,2,0,18.506,16,Mumbai,2783.65843,2.078
488792,Window,1.4,5208.66,47,2007.6,6,4,4,0,14.884,24.83333333,Berlin,3049.880941,2.306
946845,Ducted,3.2,6246.24,38,4137.6,20,5,5,0,8.558,18.9,Tokyo,3083.578685,2.241
404241,Portable,1.2,12136.32,40,1641.6,14,3,3,0,18,17.85714286,Berlin,2757.120322,1.909
829605,Ducted,1.6,1534.68,35,1996.8,17,5,6,0,8.44,18.05882353,Tokyo,2727.941608,1.343
264646,Window,2,6183.6,38,2594,7,4,1,0,16.678,16.42857143,Sao Paolo,2835.59368,2.217
956710,Window,3.2,8574.72,36,3996.8,11,3,3,1,8.356,17.27272727,Berlin,2753.833931,2.306
681385,Ducted,2.4,2173.72,39,3523.2,24,5,3,0,6.006,19.625,Delhi,2851.799856,1.831
980645,Ducted,1,2653.2,33,1393,2,4,5,0,10.354,28.5,Geneva,2835.165404,1.558
737812,Portable,3.7,2687.94,36,4721.2,23,5,1,0,13.68,16.56521739,Bucharest,2888.298316,2.201
532727,Ducted,2.58,4547.12,35,1823.9,14,3,3,0,8.44,18.5,Prague,2750.970013,2.014
120242,Portable,1.6,5883.52,30,2251.2,18,2,0,0,14.04,20.66666667,Berlin,2834.165699,2.337
114210,Portable,3,4833.4,33,3843,15,5,3,0,13.377,15.2,Delhi,3105.815053,1.72
257613,Window,3,4247.1,38,3867,27,3,6,0,15.234,13.40740741,Cape Town,3098.108082,2.294
987665,Portable,2.8,3560.96,30,4046,20,5,1,1,6.93,20.5,Cape Town,2990.498325,2.203
